sim,beta,truePositive,falsePositive
2219,0.1,1,1
2219,0.14949494949494951,1,1
2219,0.198989898989899,1,1
2219,0.2484848484848485,1,1
2219,0.297979797979798,1,1
2219,0.3474747474747475,1,1
2219,0.396969696969697,1,1
2219,0.44646464646464656,1,1
2219,0.49595959595959604,1,1
2219,0.5454545454545455,1,1
2219,0.594949494949495,1,1
2219,0.6444444444444445,1,1
2219,0.693939393939394,1,1
2219,0.7434343434343434,1,1
2219,0.792929292929293,1,1
2219,0.8424242424242425,1,1
2219,0.891919191919192,1,1
2219,0.9414141414141415,1,1
2219,0.990909090909091,1,1
2219,1.0404040404040407,1,1
2219,1.0898989898989901,1,1
2219,1.1393939393939396,1,1
2219,1.188888888888889,1,1
2219,1.2383838383838386,1,1
2219,1.287878787878788,1,1
2219,1.3373737373737375,1,1
2219,1.386868686868687,1,1
2219,1.4363636363636367,1,1
2219,1.4858585858585862,1,1
2219,1.5353535353535357,1,1
2219,1.5848484848484852,1,1
2219,1.6343434343434347,1,1
2219,1.6838383838383841,1,1
2219,1.7333333333333336,1,1
2219,1.782828282828283,1,1
2219,1.8323232323232326,1,1
2219,1.881818181818182,1,1
2219,1.9313131313131315,1,1
2219,1.9808080808080812,1,1
2219,2.0303030303030307,1,1
2219,2.07979797979798,1,1
2219,2.1292929292929297,1,1
2219,2.178787878787879,1,1
2219,2.2282828282828286,1,1
2219,2.277777777777778,1,1
2219,2.3272727272727276,1,1
2219,2.376767676767677,1,1
2219,2.4262626262626266,1,1
2219,2.475757575757576,1,1
2219,2.5252525252525255,1,1
2219,2.574747474747475,1,1
2219,2.6242424242424245,1,1
2219,2.673737373737374,1,1
2219,2.7232323232323234,1,1
2219,2.7727272727272734,1,1
2219,2.822222222222223,1,1
2219,2.8717171717171723,1,1
2219,2.921212121212122,1,1
2219,2.9707070707070713,1,1
2219,3.0202020202020208,1,1
2219,3.0696969696969703,1,1
2219,3.1191919191919197,1,1
2219,3.168686868686869,1,1
2219,3.2181818181818187,1,1
2219,3.267676767676768,1,1
2219,3.3171717171717177,1,1
2219,3.366666666666667,1,1
2219,3.4161616161616166,1,1
2219,3.465656565656566,1,1
2219,3.5151515151515156,1,1
2219,3.564646464646465,1,1
2219,3.6141414141414145,1,1
2219,3.663636363636364,1,1
2219,3.7131313131313135,1,1
2219,3.762626262626263,1,1
2219,3.812121212121213,1,1
2219,3.8616161616161624,1,1
2219,3.911111111111112,1,1
2219,3.9606060606060614,1,1
2219,4.01010101010101,1,1
2219,4.05959595959596,1,1
2219,4.109090909090909,1,1
2219,4.158585858585859,1,1
2219,4.208080808080808,1,1
2219,4.257575757575758,1,1
2219,4.307070707070707,1,1
2219,4.356565656565657,1,1
2219,4.406060606060606,1,1
2219,4.455555555555556,1,1
2219,4.505050505050505,1,1
2219,4.554545454545455,1,1
2219,4.604040404040404,1,1
2219,4.653535353535354,1,1
2219,4.703030303030303,1,1
2219,4.752525252525253,1,1
2219,4.802020202020202,1,1
2219,4.851515151515152,1,1
2219,4.901010101010101,1,1
2219,4.9505050505050505,1,1
2219,5,1,1
