sim,beta,truePositive,falsePositive
3030,0.1,0,1
3030,0.14949494949494951,0,1
3030,0.198989898989899,0,1
3030,0.2484848484848485,0,1
3030,0.297979797979798,0,1
3030,0.3474747474747475,0,1
3030,0.396969696969697,0,1
3030,0.44646464646464656,0,1
3030,0.49595959595959604,0,1
3030,0.5454545454545455,0,1
3030,0.594949494949495,0,1
3030,0.6444444444444445,0,1
3030,0.693939393939394,0,1
3030,0.7434343434343434,0,1
3030,0.792929292929293,0,1
3030,0.8424242424242425,0,1
3030,0.891919191919192,0,1
3030,0.9414141414141415,0,1
3030,0.990909090909091,0,1
3030,1.0404040404040407,0,1
3030,1.0898989898989901,0,1
3030,1.1393939393939396,0,1
3030,1.188888888888889,0,1
3030,1.2383838383838386,0,1
3030,1.287878787878788,0,1
3030,1.3373737373737375,0,1
3030,1.386868686868687,0,1
3030,1.4363636363636367,0,1
3030,1.4858585858585862,0,1
3030,1.5353535353535357,0,1
3030,1.5848484848484852,0,0
3030,1.6343434343434347,0,0
3030,1.6838383838383841,0,0
3030,1.7333333333333336,0,0
3030,1.782828282828283,0,0
3030,1.8323232323232326,0,0
3030,1.881818181818182,0,0
3030,1.9313131313131315,0,0
3030,1.9808080808080812,0,0
3030,2.0303030303030307,0,0
3030,2.07979797979798,0,0
3030,2.1292929292929297,0,0
3030,2.178787878787879,0,0
3030,2.2282828282828286,0,0
3030,2.277777777777778,0,0
3030,2.3272727272727276,0,0
3030,2.376767676767677,0,0
3030,2.4262626262626266,0,0
3030,2.475757575757576,0,0
3030,2.5252525252525255,0,0
3030,2.574747474747475,0,0
3030,2.6242424242424245,0,0
3030,2.673737373737374,0,0
3030,2.7232323232323234,0,0
3030,2.7727272727272734,1,0
3030,2.822222222222223,1,0
3030,2.8717171717171723,1,0
3030,2.921212121212122,1,0
3030,2.9707070707070713,1,0
3030,3.0202020202020208,1,0
3030,3.0696969696969703,1,0
3030,3.1191919191919197,1,0
3030,3.168686868686869,1,0
3030,3.2181818181818187,1,0
3030,3.267676767676768,1,0
3030,3.3171717171717177,1,0
3030,3.366666666666667,1,0
3030,3.4161616161616166,1,0
3030,3.465656565656566,1,0
3030,3.5151515151515156,1,0
3030,3.564646464646465,1,0
3030,3.6141414141414145,1,0
3030,3.663636363636364,1,0
3030,3.7131313131313135,1,0
3030,3.762626262626263,1,0
3030,3.812121212121213,1,0
3030,3.8616161616161624,1,0
3030,3.911111111111112,1,0
3030,3.9606060606060614,1,0
3030,4.01010101010101,1,0
3030,4.05959595959596,1,0
3030,4.109090909090909,1,0
3030,4.158585858585859,1,0
3030,4.208080808080808,1,0
3030,4.257575757575758,1,0
3030,4.307070707070707,1,0
3030,4.356565656565657,1,0
3030,4.406060606060606,1,0
3030,4.455555555555556,1,0
3030,4.505050505050505,1,0
3030,4.554545454545455,1,0
3030,4.604040404040404,1,0
3030,4.653535353535354,1,0
3030,4.703030303030303,1,0
3030,4.752525252525253,1,0
3030,4.802020202020202,1,0
3030,4.851515151515152,1,0
3030,4.901010101010101,1,0
3030,4.9505050505050505,1,0
3030,5,1,0
