sim,beta,truePositive,falsePositive
4576,0.1,NA,NA
4576,0.14949494949494951,NA,NA
4576,0.198989898989899,NA,NA
4576,0.2484848484848485,NA,NA
4576,0.297979797979798,NA,NA
4576,0.3474747474747475,NA,NA
4576,0.396969696969697,NA,NA
4576,0.44646464646464656,NA,NA
4576,0.49595959595959604,NA,NA
4576,0.5454545454545455,NA,NA
4576,0.594949494949495,NA,NA
4576,0.6444444444444445,NA,NA
4576,0.693939393939394,NA,NA
4576,0.7434343434343434,NA,NA
4576,0.792929292929293,NA,NA
4576,0.8424242424242425,NA,NA
4576,0.891919191919192,NA,NA
4576,0.9414141414141415,NA,NA
4576,0.990909090909091,NA,NA
4576,1.0404040404040407,NA,NA
4576,1.0898989898989901,NA,NA
4576,1.1393939393939396,NA,NA
4576,1.188888888888889,NA,NA
4576,1.2383838383838386,NA,NA
4576,1.287878787878788,NA,NA
4576,1.3373737373737375,NA,NA
4576,1.386868686868687,NA,NA
4576,1.4363636363636367,NA,NA
4576,1.4858585858585862,NA,NA
4576,1.5353535353535357,NA,NA
4576,1.5848484848484852,NA,NA
4576,1.6343434343434347,NA,NA
4576,1.6838383838383841,NA,NA
4576,1.7333333333333336,NA,NA
4576,1.782828282828283,NA,NA
4576,1.8323232323232326,NA,NA
4576,1.881818181818182,NA,NA
4576,1.9313131313131315,NA,NA
4576,1.9808080808080812,NA,NA
4576,2.0303030303030307,NA,NA
4576,2.07979797979798,NA,NA
4576,2.1292929292929297,NA,NA
4576,2.178787878787879,NA,NA
4576,2.2282828282828286,NA,NA
4576,2.277777777777778,NA,NA
4576,2.3272727272727276,NA,NA
4576,2.376767676767677,NA,NA
4576,2.4262626262626266,NA,NA
4576,2.475757575757576,NA,NA
4576,2.5252525252525255,NA,NA
4576,2.574747474747475,NA,NA
4576,2.6242424242424245,NA,NA
4576,2.673737373737374,NA,NA
4576,2.7232323232323234,NA,NA
4576,2.7727272727272734,NA,NA
4576,2.822222222222223,NA,NA
4576,2.8717171717171723,NA,NA
4576,2.921212121212122,NA,NA
4576,2.9707070707070713,NA,NA
4576,3.0202020202020208,NA,NA
4576,3.0696969696969703,NA,NA
4576,3.1191919191919197,NA,NA
4576,3.168686868686869,NA,NA
4576,3.2181818181818187,NA,NA
4576,3.267676767676768,NA,NA
4576,3.3171717171717177,NA,NA
4576,3.366666666666667,NA,NA
4576,3.4161616161616166,NA,NA
4576,3.465656565656566,NA,NA
4576,3.5151515151515156,NA,NA
4576,3.564646464646465,NA,NA
4576,3.6141414141414145,NA,NA
4576,3.663636363636364,NA,NA
4576,3.7131313131313135,NA,NA
4576,3.762626262626263,NA,NA
4576,3.812121212121213,NA,NA
4576,3.8616161616161624,NA,NA
4576,3.911111111111112,NA,NA
4576,3.9606060606060614,NA,NA
4576,4.01010101010101,NA,NA
4576,4.05959595959596,NA,NA
4576,4.109090909090909,NA,NA
4576,4.158585858585859,NA,NA
4576,4.208080808080808,NA,NA
4576,4.257575757575758,NA,NA
4576,4.307070707070707,NA,NA
4576,4.356565656565657,NA,NA
4576,4.406060606060606,NA,NA
4576,4.455555555555556,NA,NA
4576,4.505050505050505,NA,NA
4576,4.554545454545455,NA,NA
4576,4.604040404040404,NA,NA
4576,4.653535353535354,NA,NA
4576,4.703030303030303,NA,NA
4576,4.752525252525253,NA,NA
4576,4.802020202020202,NA,NA
4576,4.851515151515152,NA,NA
4576,4.901010101010101,NA,NA
4576,4.9505050505050505,NA,NA
4576,5,NA,NA
