sim,beta,truePositive,falsePositive
1511,0.1,2,0
1511,0.14949494949494951,2,0
1511,0.198989898989899,2,0
1511,0.2484848484848485,2,0
1511,0.297979797979798,2,0
1511,0.3474747474747475,2,0
1511,0.396969696969697,2,0
1511,0.44646464646464656,2,0
1511,0.49595959595959604,2,0
1511,0.5454545454545455,2,0
1511,0.594949494949495,2,0
1511,0.6444444444444445,2,0
1511,0.693939393939394,2,0
1511,0.7434343434343434,2,0
1511,0.792929292929293,2,0
1511,0.8424242424242425,2,0
1511,0.891919191919192,2,0
1511,0.9414141414141415,2,0
1511,0.990909090909091,2,0
1511,1.0404040404040407,2,0
1511,1.0898989898989901,2,0
1511,1.1393939393939396,2,0
1511,1.188888888888889,2,0
1511,1.2383838383838386,2,0
1511,1.287878787878788,2,0
1511,1.3373737373737375,2,0
1511,1.386868686868687,2,0
1511,1.4363636363636367,2,0
1511,1.4858585858585862,2,0
1511,1.5353535353535357,2,0
1511,1.5848484848484852,2,0
1511,1.6343434343434347,2,0
1511,1.6838383838383841,2,0
1511,1.7333333333333336,2,0
1511,1.782828282828283,2,0
1511,1.8323232323232326,2,0
1511,1.881818181818182,2,0
1511,1.9313131313131315,2,0
1511,1.9808080808080812,2,0
1511,2.0303030303030307,2,0
1511,2.07979797979798,2,0
1511,2.1292929292929297,2,0
1511,2.178787878787879,2,0
1511,2.2282828282828286,2,0
1511,2.277777777777778,2,0
1511,2.3272727272727276,2,0
1511,2.376767676767677,2,0
1511,2.4262626262626266,2,0
1511,2.475757575757576,2,0
1511,2.5252525252525255,2,0
1511,2.574747474747475,2,0
1511,2.6242424242424245,2,0
1511,2.673737373737374,2,0
1511,2.7232323232323234,2,0
1511,2.7727272727272734,2,0
1511,2.822222222222223,2,0
1511,2.8717171717171723,2,0
1511,2.921212121212122,2,0
1511,2.9707070707070713,2,0
1511,3.0202020202020208,2,0
1511,3.0696969696969703,2,0
1511,3.1191919191919197,2,0
1511,3.168686868686869,2,0
1511,3.2181818181818187,2,0
1511,3.267676767676768,2,0
1511,3.3171717171717177,2,0
1511,3.366666666666667,2,0
1511,3.4161616161616166,2,0
1511,3.465656565656566,2,0
1511,3.5151515151515156,2,0
1511,3.564646464646465,2,0
1511,3.6141414141414145,2,0
1511,3.663636363636364,2,0
1511,3.7131313131313135,2,0
1511,3.762626262626263,2,0
1511,3.812121212121213,2,0
1511,3.8616161616161624,2,0
1511,3.911111111111112,2,0
1511,3.9606060606060614,2,0
1511,4.01010101010101,2,0
1511,4.05959595959596,2,0
1511,4.109090909090909,2,0
1511,4.158585858585859,2,0
1511,4.208080808080808,2,0
1511,4.257575757575758,2,0
1511,4.307070707070707,2,0
1511,4.356565656565657,2,0
1511,4.406060606060606,2,0
1511,4.455555555555556,2,0
1511,4.505050505050505,2,0
1511,4.554545454545455,2,0
1511,4.604040404040404,2,0
1511,4.653535353535354,2,0
1511,4.703030303030303,2,0
1511,4.752525252525253,2,0
1511,4.802020202020202,2,0
1511,4.851515151515152,2,0
1511,4.901010101010101,2,0
1511,4.9505050505050505,2,0
1511,5,2,0
