sim,beta,truePositive,falsePositive
2796,0.1,0,0
2796,0.14949494949494951,0,0
2796,0.198989898989899,0,0
2796,0.2484848484848485,0,0
2796,0.297979797979798,0,0
2796,0.3474747474747475,0,0
2796,0.396969696969697,0,0
2796,0.44646464646464656,0,0
2796,0.49595959595959604,0,0
2796,0.5454545454545455,0,0
2796,0.594949494949495,0,0
2796,0.6444444444444445,0,0
2796,0.693939393939394,0,0
2796,0.7434343434343434,0,0
2796,0.792929292929293,0,0
2796,0.8424242424242425,0,0
2796,0.891919191919192,0,0
2796,0.9414141414141415,0,0
2796,0.990909090909091,0,0
2796,1.0404040404040407,0,0
2796,1.0898989898989901,0,0
2796,1.1393939393939396,0,0
2796,1.188888888888889,0,0
2796,1.2383838383838386,0,0
2796,1.287878787878788,0,0
2796,1.3373737373737375,0,0
2796,1.386868686868687,0,0
2796,1.4363636363636367,0,0
2796,1.4858585858585862,0,0
2796,1.5353535353535357,0,0
2796,1.5848484848484852,0,0
2796,1.6343434343434347,0,0
2796,1.6838383838383841,0,0
2796,1.7333333333333336,0,0
2796,1.782828282828283,0,0
2796,1.8323232323232326,0,0
2796,1.881818181818182,0,0
2796,1.9313131313131315,0,0
2796,1.9808080808080812,0,0
2796,2.0303030303030307,0,0
2796,2.07979797979798,0,0
2796,2.1292929292929297,0,0
2796,2.178787878787879,0,0
2796,2.2282828282828286,0,0
2796,2.277777777777778,0,0
2796,2.3272727272727276,0,0
2796,2.376767676767677,0,0
2796,2.4262626262626266,0,0
2796,2.475757575757576,0,0
2796,2.5252525252525255,0,0
2796,2.574747474747475,0,0
2796,2.6242424242424245,0,0
2796,2.673737373737374,0,0
2796,2.7232323232323234,0,0
2796,2.7727272727272734,0,0
2796,2.822222222222223,0,0
2796,2.8717171717171723,0,0
2796,2.921212121212122,0,0
2796,2.9707070707070713,0,0
2796,3.0202020202020208,0,0
2796,3.0696969696969703,0,0
2796,3.1191919191919197,0,0
2796,3.168686868686869,0,0
2796,3.2181818181818187,0,0
2796,3.267676767676768,0,0
2796,3.3171717171717177,0,0
2796,3.366666666666667,0,0
2796,3.4161616161616166,0,0
2796,3.465656565656566,0,0
2796,3.5151515151515156,0,0
2796,3.564646464646465,0,0
2796,3.6141414141414145,0,0
2796,3.663636363636364,0,0
2796,3.7131313131313135,0,0
2796,3.762626262626263,0,0
2796,3.812121212121213,0,0
2796,3.8616161616161624,0,0
2796,3.911111111111112,0,0
2796,3.9606060606060614,0,0
2796,4.01010101010101,0,0
2796,4.05959595959596,0,0
2796,4.109090909090909,0,0
2796,4.158585858585859,0,0
2796,4.208080808080808,0,0
2796,4.257575757575758,0,0
2796,4.307070707070707,0,0
2796,4.356565656565657,0,0
2796,4.406060606060606,0,0
2796,4.455555555555556,0,0
2796,4.505050505050505,0,0
2796,4.554545454545455,0,0
2796,4.604040404040404,0,0
2796,4.653535353535354,0,0
2796,4.703030303030303,0,0
2796,4.752525252525253,0,0
2796,4.802020202020202,0,0
2796,4.851515151515152,0,0
2796,4.901010101010101,0,0
2796,4.9505050505050505,0,0
2796,5,0,0
